"DeathRate","Perc_OnlyPrivate","Perc_Private","Perc_Poverty","Perc_MarriedHouse","Avg_Cases","Mean_Male","Mean_Female","BirthRate","Perc_Married","Perc_Unemployed16","Perc_HighSchool25","Perc_HighSchool18_24","Perc_Col18_24","Perc_Bach25","Perc_Emp16","Avg_DeathPerYear","Mean_Income","IncidenceRate"
169.1,62.9,76,11,44.87314289,1459,36,39.7,5.200247219,46.9,6.7,22.8,32.3,NA,25.2,65.4,565,62446,444.7
206.7,47.3,64,13.9,49.69820377,449,40.5,43.5,5.060383303,52.4,7.4,39.5,38.6,34.2,13.5,53,192,42121,506.6
163.2,64.4,76.7,8.7,51.98701098,2075,39.2,41.1,5.055576216,51.4,5.9,27.2,31.8,40.4,23,66.1,694,71233,482.2
-999,33.3,41.8,33.7,44.56418983,61,39.2,43.4,2.772573998,40.1,4.4,49.3,50.9,NA,5.4,32.4,31,29244,326.4
199.3,43.6,55.9,28.2,36.90882667,796,34.1,37.5,5.466863951,37.7,12.4,32.6,35.2,NA,14.5,50.2,333,36014,480.8
214.9,42.8,62.3,15.8,52.82673761,94,44.2,45.5,4.195088677,56.6,8.4,30.1,25.2,NA,9.4,48.8,44,44676,462.8
199.5,NA,62.3,19.2,58.83239688,126,41.1,43.8,7.765151515,56,11.5,44,41.3,NA,5.1,48.2,51,41547,490
192.2,48.3,62.2,18.4,46.04447395,1006,34.8,37.4,6.064227035,47.3,8.3,35.8,35.2,NA,14.4,56.9,396,45979,490.4
161.6,NA,77.2,9.6,54.15846326,1962.667684,41.3,44.4,6.13624545,55.8,5.3,33,36.9,38.9,16.8,63.9,106,60869,453.5494221
194.4,38.5,60.7,15.5,51.06761566,30,47.7,50.9,5.205479452,52.4,10.4,27.5,31.4,60.2,16.3,46.2,14,45465,476.2
151.2,58,75.7,10,57.3795509,1962.667684,41.8,42.2,6.093113066,60.4,4.7,38.3,37.2,NA,13.6,63.6,48,54354,453.5494221
197.7,39.8,54.5,28.1,40.56014847,98,38.2,41.7,8.967468175,41.3,13.3,42.9,45.2,NA,9.9,43.6,39,33315,510.4
150.2,NA,36.4,26.5,57.09918902,168,27.8,31.1,8.605012198,52,13.1,22.4,32.6,40,7.7,NA,71,32248,355.1
171.5,60.9,74.7,11.5,49.56736261,4132,38.4,41,4.642829838,48.3,7.8,28.9,32.7,NA,21.3,61.8,1539,65217,470.3
169.4,63,78.1,9.3,48.9784466,1082,36,38,5.753829407,51.2,4.8,27.2,23.8,NA,21.6,67,396,62700,474.8
162.6,48.2,64.4,23.2,49.89059081,58,35.8,38.9,3.671437461,41.1,4.8,44.8,37.1,56,9.7,42.9,25,40454,393.3
180,47.6,68.1,13.8,48.49160546,140,44.2,47.4,4.528650647,47,7.2,33.2,27.3,59.4,16.4,53.2,59,53288,461.7
174,46.2,66,13.1,49.77964744,155,42.9,45.9,4.951690821,48.5,7.1,42.2,43,31.7,9,53,65,45158,434.3
160.4,49.5,65,13.8,40.9689441,45,42.1,42.1,1.812688822,45.9,4.9,21.4,23.3,NA,22.8,58.4,19,40179,387.7
159.3,37.1,56.5,25.9,43.53518822,39,41.4,42.1,12.64845606,44.1,14.3,37.5,41.2,NA,7,45.9,17,36055,373.2
257.8,25.7,36.6,39.5,38.76146789,7,44.5,43.7,5.23255814,33.6,11.6,34.9,36.5,NA,4.4,27,4,37096,448.4
152.6,NA,81.8,6.9,52.04494621,397,37.4,39.2,5.366242744,54.7,5.6,22.4,28.3,NA,25,67.3,138,70874,425.1
170.4,50.7,70.4,16.6,44.56321839,260,40.8,44.2,6.282490875,45.4,9.1,48.2,35.4,NA,10,51.8,101,44723,465.6
140.8,NA,55.6,17,51.74558619,1601,32.8,34.3,5.921976696,46.3,8.4,20.8,27.3,46.7,14.2,54.3,551,57428,413.6
161.3,42.5,51.8,24.5,50.96534463,2899,30.5,31.7,6.627706717,46.5,12.7,27.3,36.6,NA,10.3,51.3,1078,47451,419.5
160.5,67.1,84.1,8.3,56.83060109,1962.667684,40.7,43.4,6.629834254,65.3,5.8,33.4,18.3,48.3,15.7,67.5,11,56032,453.5494221
161.6,27.8,53.2,19.5,51.71176077,769,50.2,54,5.119076848,54,13.3,36.3,34,NA,10.7,37.6,335,35787,413.7
180.7,55.5,67.4,16,51.06802879,106,36.6,36.4,6.549831829,52.2,4.7,39.3,28.2,NA,10.2,54.2,41,51304,458.7
180.2,NA,61.5,16.7,52.28193357,103,40.5,42.7,2.553975777,52.7,4.9,33.9,32.7,NA,8.7,50.6,46,46526,410.4
213.8,43.5,59.8,15.4,55.63873845,92,39.9,42.7,5.987850738,55.7,6.3,42.3,49.4,NA,11.9,53.2,47,-999,430.4
170.1,50.7,69.8,15.7,46.83710651,272,41.1,42.9,5.598682663,50.5,6.3,35.6,31.1,NA,13.8,58.8,98,45292,508.3
165.3,53.3,72.7,12.1,55.65993424,72,41.2,44.8,2.411347518,57.6,4.2,38.1,39.6,35.3,11.8,60,27,51045,488.4
233.2,50.3,65.2,18.3,53.00400534,104,39.5,42.9,5.429997065,54.1,6.6,44.6,47.6,24.5,6.9,58.2,43,43799,564.5
229.7,37,52.4,22.1,50.00414559,166,37.1,40,5.394016013,50.9,9.4,36.4,38.7,NA,9,51.5,96,35580,413.3
275.9,30.3,41.5,35,42.14760406,48,39.9,45.1,2.731512325,44.6,12.2,42.5,35.8,NA,3.4,29,25,25473,528.6
185.3,55.9,75.6,10.1,55.11711088,276,46.2,48.6,4.504504505,57.1,5.5,38.6,47.6,NA,13.7,57.3,114,50345,457.1
234.9,27.4,51.4,32.3,37.34087694,12,44.4,49.9,0.56980057,40,12.1,43.9,50.3,25.7,6.3,NA,6,28716,464.8
187.7,49.4,66.5,15.4,44.34058657,691,38.7,41,4.992021883,46.5,10,35.7,35.3,NA,13.6,52.9,315,45916,428.1
137.6,60.9,80.1,10.6,66.16161616,9,45.8,49.6,15.4340836,72.5,3.6,30.3,35.7,NA,13.7,59.1,3,62010,338.6
169.5,NA,73.1,14.2,42.50944076,4243,36.5,40.3,4.726955479,44.1,7.7,25,24,51.8,20.3,59.7,1507,51371,498.9
202.5,46.9,58.1,15.8,53.95285545,306,34,36.9,8.977719528,51.5,5.2,31.1,39.2,NA,10.3,57,139,51958,443.3
206.9,NA,60.1,17.9,52.53277712,122,40.6,44.9,5.211459754,52.1,7,31,33.4,NA,13,51.5,51,40957,506
134,46.7,77,12,53.2889259,1962.667684,49,51.9,10.81081081,60.8,2.4,32.7,21.9,NA,20,59.6,6,45341,453.5494221
193.1,63.9,77.4,8.5,56.75967986,258,36.5,38.3,4.804003336,55,7.8,37.6,30.2,NA,13.7,61.9,93,70092,530.2
182.2,43.1,56.2,20.7,46.15710354,76,41.9,45.9,2.903225806,44.5,4.9,37.6,55.8,NA,9.2,52.7,33,36339,434.4
178.2,NA,63.8,15.9,48.06370766,573,30.8,33.3,6.232108779,48.1,5.9,29.1,31.3,NA,16.8,57.9,252,45559,419.8
177.6,53,71.5,14.5,50.8534401,512,39,42.8,4.630064868,50,8.6,36.7,31.4,NA,12.7,54,217,48194,425.8
202.3,NA,62.9,19.9,53.45121762,114,47.9,49,5.930470348,55,12,42.8,50.2,NA,7.3,43,50,36460,467.3
163.6,45.2,56.2,16.8,44.7998424,1403,33.8,36.1,5.753453598,46.1,6.6,28.2,33.6,NA,12.9,59.7,577,51222,400.2
175.1,65.2,83.7,7.1,65.72456321,145,42.4,44.9,5.615292712,57.5,4.9,28.6,46.2,NA,19.3,56.6,52,75539,459.6
169,NA,59,14,49.50424005,191,37.1,39.4,6.7516967,49.6,7.8,31.7,31.2,NA,14.6,59.2,81,48624,409.3
220.2,47.5,61.7,20.6,52.13882863,187,41.6,44.6,2.19816273,53.9,6.7,37.2,41.8,NA,9.2,51.7,80,40766,521.2
163.3,31.3,52,24.4,48.17064422,290,47.4,50.1,6.179351922,50.9,12.8,30,38.2,NA,9.7,41.4,147,37677,339.2
262.7,NA,46.5,33,48.69879518,76,40.6,42.8,3.237555645,49.5,17,33.8,51.5,NA,5.3,31.7,36,27777,558.3
163.9,NA,65.3,17.3,43.52861582,2573,35.7,37.9,5.372916101,45.3,8.8,24.6,25.5,NA,22.4,58.4,853,44828,500.9
172.1,55.3,74.5,9.3,59.72957084,27,42.8,48.1,7.489597781,66.5,0.7,33.2,21.6,NA,14.7,67.4,11,52749,462.8
197.8,NA,58.9,18.4,49.67055246,30,47.3,47.8,8.571428571,50.9,8.8,41.2,39.4,44.1,5.3,45.2,14,41588,429.2
193.5,NA,58.6,22,49.14308489,206,40,41.1,6.638495093,50.9,11.1,38.1,39.5,NA,7.8,48.6,77,37952,532.5
185.2,51.5,69.5,16.1,49.99105065,406,41.3,46.5,3.534951105,50.6,8.5,43.5,36.6,NA,9.4,51.3,185,41983,427.9
162.4,37.7,53.6,17.3,49.87210143,1630,42.6,45,5.736951023,49.1,12.4,33.4,32.6,NA,12.8,48,692,-999,414.6
182.3,46.6,62.2,15.3,50.44795086,678,38.5,41.4,6.10521758,52.3,7.8,32,29.1,45.5,13,NA,278,49261,461.9
147.5,34.9,45.8,22.3,56.07405176,611,32.2,34.5,6.972732188,47.6,7.5,25.1,29.8,NA,9.4,45.9,212,43171,420.3
191.5,33.9,47.8,26.7,53.30990041,67,40,45.1,5.39241858,48.4,15.4,36.9,34.5,NA,7.3,38.1,50,35651,259.6
194.9,NA,76.7,9.7,61.64104464,88,41.3,43.2,3.293509848,58.6,3.8,35.9,29.1,NA,16,60.4,34,59399,486
186,NA,62.4,19.5,43.38811118,344,34.3,37.4,6.920828113,43.1,11.9,35.8,37.6,NA,11.1,53.7,134,41141,483.7
240.6,48,60.9,21.3,53.52456908,130,35.9,41.1,6.070755704,46.6,10.3,43.8,36.8,NA,7.1,45.8,60,41505,508.7
202,46.9,70.1,15.4,49.65944272,63,45.5,52.2,2.598366741,46.9,7.6,39,59,NA,10.3,36,27,43067,482.7
198.4,45.1,58.6,16.1,42.97381269,170,42.1,44.4,7.391231312,44.2,8.8,50.2,48.4,37.3,8.5,47,76,40012,456.6
149.6,54.9,78.3,12.4,51.06382979,1962.667684,41.1,48.8,7.773512476,51,4.3,32.2,27.9,NA,15.2,51.7,15,46961,453.5494221
216.3,39.3,52.1,22.1,50.22244192,74,41.6,44.4,3.896713615,50.8,11.4,40.4,46.4,NA,7,46.6,30,33091,529.5
186.4,43.4,56.9,30.2,43.6791148,112,37.8,42.1,5.967408768,41.3,12.2,41.5,43.1,32.6,9.4,44.5,46,36137,463.6
189.3,NA,66.7,14.6,54.03332842,1962.667684,42,42.9,5.235358086,57.6,3.5,33.5,38.2,36.8,15.6,61.5,86,51116,453.5494221
149,65.2,80.1,6.2,60.30391761,1962.667684,38.7,41.4,5.001246158,57.2,5.5,34.6,37.8,NA,15.6,64.7,82,75122,453.5494221
197.9,44.6,58.4,24.1,37.15664456,10411,36.1,39.2,5.676241281,38.1,14.9,30.3,30.7,NA,13.4,49.9,3927,41434,528.7
170.2,NA,71.8,9,53.12765184,815,39,41.7,4.941095375,50.9,7.5,19.3,30.8,48.2,21.6,60.7,298,71063,488.9
213.5,NA,53.7,20.2,52.0583875,143,39.5,42.1,6.558627264,49.1,8.6,43.3,50.1,NA,6.6,48,61,37443,509.6
164.5,49.5,71.9,10.5,54.17731472,1962.667684,50,50.5,7.011070111,62.3,4.8,36.2,41.9,NA,15.5,54,32,52381,453.5494221
164.4,NA,54.6,28.7,49.52362434,157,35.3,37.3,8.019109367,47.3,11.2,29.9,37.9,39.8,9.4,44.6,61,35094,441.7
169.9,50,70.3,13.4,54.91202346,1962.667684,44.4,47.1,6.289308176,56.2,5.1,38.5,31.8,46.8,12.4,57.9,19,51597,453.5494221
173.6,54.3,70.1,14.7,55.39809327,1962.667684,35.3,41.9,5.697730565,56.4,5.5,30.5,22.2,NA,14,61.9,24,49152,453.5494221
176.9,51.2,73,11.1,52.95223768,47,47.2,48.2,4.757548033,59.8,2.6,42.3,20.4,NA,10.4,62.3,19,50014,477.8
153.2,51.9,59.9,12.5,54.23312883,16,31.5,33.6,2.11038961,50.7,3.5,35.5,32.4,NA,13,60.9,7,61896,331.3
158.6,53.2,71,12.7,45.81880408,465,41.2,44,5.470136014,46.8,7.3,34.1,27.7,45.6,12.5,56.9,163,52792,470.8
158.9,45.2,60.9,13.9,48.88513921,110,36.1,38.7,7.239057239,51.5,5.3,31.2,37.6,39.9,10.8,55.7,42,51508,422.7
133.3,65.5,80.7,10.2,52.822868,1962.667684,35.6,35.7,5.329918283,50.8,4,27,14.8,NA,22.3,70.4,47,61279,453.5494221
196.4,46.7,59.2,18.5,48.24438202,113,40.2,42.7,3.484486874,48.8,8.1,42.5,37.4,26.2,9.1,49.1,45,41406,500.9
135.2,NA,78.4,8.8,50.02315038,1625,43.7,46.9,5.448237059,51.8,5.7,11.8,25.9,NA,31.4,61.2,483,94549,475
194.4,38.5,52.1,26.6,45.90657961,54,35.5,35.1,7.363601679,47.6,10.3,37.9,33.7,48.8,10.3,48.6,24,33293,444.5
177,48.6,67.2,15.1,52.3587351,118,41.9,45.1,6.41025641,56.3,9.6,39.2,36.4,NA,12.5,NA,48,45485,461.5
174.6,NA,68.1,16.7,48.02492212,136,39.5,42.9,3.072371416,45.6,8,38.3,27.8,NA,9.4,46.3,49,42032,498.3
201.6,43.7,58,22.5,45.16008471,123,37.6,40.4,5.988023952,41.6,8.9,44,45.6,NA,6.9,40.4,54,36852,450
236.9,36.1,46.6,27.9,32.56455252,49,30.3,33.8,6.144623454,35.3,12.4,30.6,31.7,NA,12.3,54.5,21,30689,523.3
135.7,23.4,41.2,28.1,49.9238965,21,33.4,28.8,11.31436314,47,8.1,32.7,34,NA,10.1,42.9,9,38012,307.1
217.8,47.9,68.8,13,53.1743525,110,47.8,49.4,7.254261879,55.8,7.6,43.8,54.3,NA,9,54.4,54,43661,471.9
182.6,45.9,63.4,14.1,48.01803202,267,43.4,45.4,3.816793893,51.3,9.9,35.3,32,NA,11.5,58.1,127,48569,407.6
186.3,46.6,60.5,14.6,59.71540017,207,38.3,42.4,5.176056338,55.3,7.9,32.6,37,NA,10.4,53.3,92,46346,424.5
159.5,48.8,68.1,16.6,53.13706564,36,44.2,46.2,4.431818182,50.4,4.9,40.6,45.4,32,14.7,45.6,14,51885,447.6
163.6,NA,55.3,18.5,57.09251101,83,49.9,51.6,4.295098535,62.3,12.3,29.3,42.5,30.3,12.3,44.3,31,37072,463.1
169.8,NA,63.1,15.4,52.10630899,298,41.6,42.9,3.014449427,51.7,9.8,31.2,32.2,NA,14,52.4,112,45453,463.5
196.8,NA,72.8,9.3,49.78165939,42,34.5,35.5,5.573419078,46.1,4.7,29.7,37.6,NA,17.6,64.9,17,66807,485.1
155.9,63.8,76.5,22.5,40.42122317,382,28.5,31.3,4.001671717,37.2,5.8,29.9,23.8,58.2,20.6,55.4,132,43835,444.5
180.7,52.4,71.6,12.4,51.81544316,1962.667684,41.7,45,5.74439157,54,4,37.9,35.1,NA,13,61.8,46,49934,453.5494221
170.7,NA,86.6,9,60.08018328,28,50,51.3,7.1197411,66,0.8,27.6,20.2,NA,13.9,61.3,13,54057,406.8
193.5,64.6,78,8.2,55.37173438,1691,38.2,40.8,4.878014043,51.7,9.2,34.3,30.4,48,19.9,61.3,602,78983,544.2
120.1,64.7,77,7.2,53.70241078,4139,37,40,5.281994667,53.2,6.1,14,23.5,44,26.6,67.1,1292,97279,392.9
168.5,NA,72.3,15.3,47.39754633,979,42.7,46.2,4.763561711,48.5,8.5,46.3,32.4,NA,12,50.2,366,42703,488.3
172.8,NA,65.2,15.4,55.45851528,42,40.5,42.8,6.582633053,59,6.3,43.5,42.2,NA,13.1,56,19,39444,439.7
147.9,55,73.4,10.4,58.5480978,109,34.3,38.3,9.527108955,61.8,2.3,32.3,28.1,NA,17.5,62.5,40,54771,408.2
176.1,62.2,77.7,13.5,40.08229986,1775,36.4,39.6,3.774039071,40.8,6.4,26.5,23.6,51.8,20.1,60.7,637,60371,505.9
185.1,53.8,71.4,14.2,50.02640264,193,40,43.2,7.598197038,52,7.1,45.4,46.1,NA,9.3,57.5,91,42214,412.3
179,54.2,67.7,11.8,59.5762815,124,41.2,42.1,6.774789571,57.1,8.5,29,20.1,54.1,19.6,53.3,45,57491,473.3
162.7,50.4,69.1,12.7,54.25257732,31,45.5,49,3.524229075,57.2,4.7,36.1,31.1,NA,12.9,56.7,12,40979,495.5
182.9,41.5,56.2,15.9,55.59017891,302,42.4,44.4,6.531059017,52.5,6.1,35.4,36.4,NA,10.3,52.1,133,43377,424.9
157.5,60.6,75.6,12.5,49.86582478,179,35.5,39.6,5.432887856,51.9,5.5,32,20.7,NA,14.9,63.5,63,48658,485.3
193.5,54.5,71.4,16.5,50.06252605,240,40.7,43.5,6.037875061,49.4,6.4,47.3,42.9,38.3,11.6,46.6,95,49897,501.4
150.6,49.6,62.2,15.8,54.51100686,81,41.4,43.3,6.672760512,52.6,5.3,36.1,39.2,NA,10,53.9,27,46840,455.9
184.3,58.7,73.1,10.5,58.53674286,233,45.4,45.4,5.631220534,59.9,5.5,43.7,44.5,34.4,10.4,62.3,91,52776,483.9
104.6,48.8,67.3,11.8,50.3649635,13,44.6,47.2,2.873563218,55.3,4.3,36.3,19.3,NA,11.5,65.3,4,44109,402.3
175.3,36.4,50.8,27.7,41.0637149,121,40.6,47.8,4.823151125,39,13.5,40.3,37.6,NA,7.4,41.8,51,31217,430.4
155.8,61.3,77.3,6.9,60.81118115,48,40.9,44.3,3.387978142,62.7,2.5,31.8,33.2,NA,18.3,65.9,20,62191,411.9
254.3,38.2,48.3,30.6,55.74874687,103,40.8,43.3,5.148741419,58.7,9,37.4,25.2,56.2,5.1,46.6,52,29344,501.8
156.7,64.2,74.6,8.3,55.65982883,3980,36.6,38.9,5.074989438,51.6,7.5,26.3,22.1,54.8,24.5,60.4,1357,77330,466.7
362.8,49.2,59.6,24.3,50.01287664,214,42.3,36.9,3.739774055,36.4,11.7,37.4,45.1,NA,5.5,NA,61,40207,1206.9
148.3,56.8,67.6,9.9,51.81577454,520,31.1,33,7.101472818,53,3.4,23.6,37.4,NA,18.3,67.8,197,74811,388.7
198.2,44.9,58.6,23.1,49.02337229,157,36.8,39.9,3.264508929,50.3,9.8,37.5,33.7,NA,7.4,49.4,74,33881,421.7
150.9,42.9,65.1,16.7,51.81047766,38,43.4,45,7.016060862,55.5,4.3,43.5,26.4,26.4,9.9,55.6,16,42006,398.5
195.9,29.5,43.8,27.1,47.2318625,103,44.3,49.5,5.828779599,45.8,7.2,41,33.7,NA,6.1,36.6,48,32121,436.6
198.1,53.5,75.2,8.9,56.42070934,40,45,47.1,5.541346974,59.3,9.9,42.7,36,NA,8.2,59.3,17,62024,465.2
194.8,40.3,58.4,17.1,51.02151448,427,-999,43.4,4.603840773,52.7,12.1,31.6,41.2,36.1,9.3,48.3,202,44243,430.4
170.1,57,70.8,8.2,51.16489482,53,38.1,37.9,9.156118143,55.9,2.5,38.5,44.4,NA,11.4,67.8,21,65738,435.5
201.5,NA,62.6,17.5,49.736708,335,39.8,42,5.379259802,50,8,43.1,41.8,NA,9.3,49.6,155,41608,445.7
146.5,28.5,40.4,28.8,39.63436072,109,35.2,37.8,6.744769874,38.1,15.3,36.5,34.1,NA,8.4,44.9,42,35081,375.5
185.7,NA,69.1,12,53.97391536,265,42.1,43.7,4.225482912,53.9,9.8,33.8,36.6,NA,12.4,51.4,108,57517,449
157.1,57.4,80.6,10.6,60.61481871,72,50.8,51.3,1.906898486,63.6,3.3,33.3,52.6,NA,16.2,51.1,27,58268,444.9
182.2,40.4,51.7,23.9,51.29767547,71,36.4,39.4,9.097345133,50.3,8.5,36.5,33.2,NA,9.9,52.5,29,37801,466
198.5,49.5,67.2,14.4,51.06837607,55,37.6,42.5,7.290533188,53.8,5,44.6,60,NA,9.7,NA,25,45413,457.8
187.8,NA,69.5,15.1,49.07775769,221,39.1,43.8,4.011231448,48.8,8.3,41.4,35.2,NA,14,55.8,89,46406,486.5
167.7,41.6,64.6,13,58.22066261,161,48.6,50.2,3.888098625,60.1,9.7,33.7,27.6,41.3,15.8,49.3,66,45743,422.1
188.2,40.1,57.1,20.1,50.4167353,486,45.6,47.6,5.029215359,54.1,7.5,39,34.5,47.5,12.1,52.3,200,36066,472.8
131.6,NA,65.9,12.9,65.40865385,49,34.2,35.7,8.884297521,62.7,4.3,29.1,36.1,44.5,15.4,60.2,19,52623,361.5
157.3,67.6,79.3,14.1,47.73130301,540,32.7,33.9,4.202796852,45.2,6.4,15.6,23.9,55.3,25.4,61.6,183,60304,436.7
151.4,NA,58.4,22.1,51.70842825,10,41.1,48.7,6.788511749,52.5,13.6,28.3,13.2,45.3,11.4,39.9,5,35924,300.1
198.7,33,48.9,23.7,49.34500607,240,40.5,43.6,3.38904364,47.7,11.1,40.8,40.8,NA,8.8,44.5,120,38177,421.4
179.9,32.1,51.8,21,53.94637462,197,47.9,51.3,2.533172497,53,8.4,33.2,28.5,NA,11.6,41.1,82,34620,457.2
171,52.8,69.8,15.5,55,13,46.6,48.6,3.291139241,59.5,4.3,42.3,29.9,NA,11,57.7,7,38802,347.7
209.2,38.9,46.9,23.9,47.60237069,43,34.2,33.2,6.906534326,48.5,14.6,30.5,26.4,NA,7.7,44,20,37113,429.4
194.1,42.2,61.9,17.3,51.47954743,115,41.7,45.1,7.114728275,53.1,8.1,35.5,43.8,NA,9.4,49.7,47,39930,484
126.7,62.5,78.6,8.9,57.66773163,112,42.8,44.6,4.802328402,57.7,4.7,44.2,32,NA,11.9,63.4,37,56160,422
255.9,38.4,48.7,24.5,49.54868215,134,37.8,39.5,5.677867903,50.2,14.1,47.6,56,NA,4.6,45,63,31397,535.4
202.4,NA,57.1,20.9,51.35914333,58,35.8,39.2,6.036139946,54.6,9.7,27.8,13.1,NA,9.6,58.6,29,39184,405.4
189.2,48.5,64,20,47.8461777,975,38.1,40.4,4.97414174,47.4,11.9,34.8,34.9,NA,12.6,51.5,379,42588,499
130.3,37.9,45.1,23.6,51.56720916,606,31,33.6,7.022539698,44.2,17.4,21.9,27.5,NA,9.9,43.9,207,38737,387.9
230.6,42.8,57.5,21.7,56.2296748,171,39.2,40.4,4.790003471,55.1,9.3,42.2,42.8,NA,4.5,50.6,73,35726,544.2
232.3,NA,81.9,9.5,60.48309179,22,50.1,54.6,7.692307692,65.1,2,37.6,48.7,NA,16.5,62,11,51192,535.5
213.5,34.6,53.1,16.8,52.18339358,1962.667684,50.8,50.8,6.302577113,54.4,13.4,35.6,41.2,NA,9.2,39.7,154,42881,453.5494221
219.7,32.7,42.3,32.5,36.05484575,49,35.6,42.9,2.790178571,34.4,9.7,36.1,40.8,NA,10,39,24,27596,437.7
176.1,42.5,61.9,14.4,49.07904835,261,44.8,47.3,3.885024281,51.3,5.7,30.7,38.8,NA,21.5,59.3,100,44674,488
125.3,59.2,74.7,14.3,47.75248103,48,32,37.5,4.912663755,47.4,2.8,33.5,22.6,NA,16.9,58.8,14,48831,452.6
164.3,30.1,42,27.6,50.52141527,108,43.1,43.5,2.98792117,49.1,11.2,34.2,30.9,NA,10.4,41.6,32,37311,558.5
174.1,57.2,72.5,11,60.22216345,63,42.8,43,6.095143707,59.2,5.5,39.1,34.6,NA,12.3,60.6,23,52919,494.2
183.7,41.8,56.6,21.4,47.29969706,143,40.7,44.9,5.823783581,46.8,10.7,37.5,40,NA,8.6,45.9,61,35525,430.9
201.4,NA,54.7,23.3,55.28741411,93,40.2,45.9,6.408629442,49.9,12.2,43.6,51.1,29.5,5.6,40.2,44,33573,434.8
153.8,NA,82.5,13.4,45.26843317,2015,33.7,35.6,4.458527742,47.5,4.9,19,21.9,NA,28.3,69.5,707,-999,430.7
184,31.2,41.2,26.5,49.62191015,220,34.4,36.8,6.092124814,47.2,8.3,36.7,37,NA,8.1,52.7,89,33509,463.3
183.1,55.5,75.8,12.4,54.47316103,15,41.4,46,10.3626943,60.6,4.1,39.1,35,NA,17.7,65.9,8,49159,425.6
159.2,53.9,70.1,13.1,58.05982551,224,37.9,40.7,4.883318928,52.7,5,46,31,52.8,10,60,78,49117,474.1
141.8,58.9,76.7,8.4,55.63023079,1962.667684,43.6,46.4,3.366021733,58.1,4.9,34.3,30.3,NA,14.9,64.4,40,59900,453.5494221
198.1,NA,60.9,18,50.31750197,272,35.5,37.7,6.463878327,49.5,7.2,42.1,37.3,NA,9.4,57.9,106,46713,499.7
179.2,38.2,49.1,18.3,51.15022387,86,37.4,38.9,6.233766234,51.1,6.5,33.7,37.9,NA,10.1,54.9,43,42291,369.7
164.9,44.9,54.7,18.1,51.06740112,2075,32.3,34.8,6.025884863,47.9,15.2,28.3,37,46.7,11,52.3,793,50917,433.4
194.3,46.1,60.4,15.8,48.78764346,152,38.9,42.2,5.708508322,51.7,8.6,46.7,40.5,NA,10.4,54.4,68,44947,441.6
218.9,41.4,57.7,21.3,53.65028203,74,42.4,44.5,6.491885144,55.5,8.4,35.6,35.4,NA,6.5,39.7,46,32103,356.4
169.3,NA,59.4,20.9,55.70167996,186,44.9,48.7,4.603914259,59.2,8.5,31.5,29.2,NA,12.7,52,71,36488,464.7
193.6,36.7,50.7,24.3,42.47477961,298,39.8,43.2,5.168210629,45,9,31.7,27.5,NA,8.2,45.3,139,34321,417.5
138.4,57.5,74.9,13.8,53.49462366,24,42.4,47.2,6.386292835,55.6,2.8,37.3,30.5,NA,15.7,NA,10,48024,429.4
116,NA,41,28.5,44.81811942,17,47.6,52.2,7.517482517,48.2,14,27.4,34.4,42.7,8.3,41.8,7,27882,307.3
169.1,46.3,57.7,16.9,53.23829981,186,34.5,36.6,5.556068297,52.1,6.5,36,36.3,39.3,9.3,56.9,81,52785,387.6
139.4,63.2,76.8,8.5,51.78444812,50,47,48.1,3.600654664,57.4,5.4,22,53.2,NA,25.9,65.6,15,69115,416.9
176.4,67.1,77.6,8.1,60.70604543,2947,35.7,37.5,5.115003933,54.7,7.8,27,33.8,42.3,21.2,64,1007,75176,490.7
236.8,NA,66.7,18.6,49.89403573,61,39.8,41.5,6.52995143,53.4,8.3,43.4,35.6,41.4,9.2,NA,23,41910,639.7
207.1,45.9,60.5,21.6,56.41736719,190,39.5,43.1,5.430404297,55.2,10.3,42.1,42.2,NA,5,45.3,85,38916,472
173.6,51.2,69.4,10.5,49.67867575,208,44.2,46,5.263857504,54.2,5.7,31.6,51.8,NA,20.8,61.3,82,55630,451.7
194.8,54.3,69.1,13.1,49.59953998,415,-999,42.8,5.98109071,48.7,10.6,38.6,36.5,NA,14.3,55.8,164,56645,516.6
160.1,53.8,70.3,14.5,54.12785095,267,40.8,43.6,4.696595168,54.6,6,36.1,32.3,NA,12.3,58,115,46663,384.7
138.1,52.1,67.3,13,53.9275695,1962.667684,35.6,37.6,7.86717183,54.1,6.9,34.3,29.3,24.9,10.1,63,40,50684,453.5494221
152.6,56.1,76.3,11.5,52.92934373,60,40.8,45.8,4.690117253,58.1,2.9,30.9,23.4,NA,15.1,62.6,25,50600,442.3
225.1,41.4,59.9,18.9,49.00210084,95,46.3,47.7,8.244897959,55,11.8,36.2,43.3,NA,9.7,47.8,44,36577,497.6
161.1,NA,74.6,12.2,52.56866734,162,40.4,41,4.872575733,54.8,3.6,38.8,38.2,NA,13.2,65.9,61,50266,452
139.8,49.3,70.4,15.3,57.37591114,45,44.8,46.6,5.702647658,57.6,9.3,39.5,51.1,NA,9.1,48.6,15,49369,435
207.4,32.2,41.7,34.6,34.75935829,139,35.3,36.9,5.055775459,34.4,19.8,36.2,40.2,NA,9,38.2,58,30313,493.2
97.3,49.2,73.8,17,50.04955401,13,50.3,54.3,15.3125,52,6.7,30.2,55.3,NA,13.1,53.1,5,38469,284.8
